timestamp_iso,secs_since_start,java_heap_total_kb,native_heap_total_kb,total_pss_kb,total_rss_kb
2026-05-18T09:21:08Z,3056,,317404,708608,617197
2026-05-18T09:22:10Z,3118,,336932,799311,618377
2026-05-18T09:23:11Z,3179,,284444,713979,586822
2026-05-18T09:24:12Z,3240,,284540,679723,582412
2026-05-18T09:25:14Z,3302,,308268,769041,583384
2026-05-18T09:26:15Z,3363,,304640,765262,585120
2026-05-18T09:27:16Z,3424,,306160,718581,585180
2026-05-18T09:28:17Z,3485,,285632,655489,586080
2026-05-18T09:29:19Z,3547,,288644,660377,586836
2026-05-18T09:30:20Z,3608,,307388,718195,587488
2026-05-18T09:31:21Z,3669,,286552,662039,588312
2026-05-18T09:32:22Z,3730,,297876,666715,589024
2026-05-18T09:33:24Z,3792,,294824,744923,584007
2026-05-18T09:34:25Z,3853,,294116,740533,595139
2026-05-18T09:35:26Z,3914,,302456,681675,595631
2026-05-18T09:36:28Z,3976,,313696,786504,596823
2026-05-18T09:37:29Z,4037,,294276,686205,597759
2026-05-18T09:38:30Z,4098,,292972,686683,598707
2026-05-18T09:39:31Z,4159,,292264,688067,599551
2026-05-18T09:40:33Z,4221,,294332,673409,600235
2026-05-18T09:41:34Z,4282,,297204,678568,601059
2026-05-18T09:42:35Z,4343,,299512,682121,607415
2026-05-18T09:43:36Z,4404,,263812,745846,602761
2026-05-18T09:44:38Z,4466,,264656,723321,613765
2026-05-18T09:45:39Z,4527,,261156,692544,614345
2026-05-18T09:46:40Z,4588,,262896,696495,615753
2026-05-18T09:47:42Z,4650,,258988,694444,616349
2026-05-18T09:48:43Z,4711,,260976,698255,617173
2026-05-18T09:49:44Z,4772,,263324,702951,617885
2026-05-18T09:50:45Z,4833,,265912,707139,618821
2026-05-18T09:51:47Z,4895,,261332,704715,619561
2026-05-18T09:52:48Z,4956,,263940,695861,545494
2026-05-18T09:53:49Z,5017,,267408,655365,626264
2026-05-18T09:54:51Z,5079,,269028,659774,635340
2026-05-18T09:55:52Z,5140,,264164,656967,636020
2026-05-18T09:56:53Z,5201,,266356,661067,636724
2026-05-18T09:57:54Z,5262,,268812,665452,637296
2026-05-18T09:58:55Z,5323,,271316,669620,638064
2026-05-18T09:59:57Z,5385,,266928,666140,638824
2026-05-18T10:00:58Z,5446,,269016,670352,639832
2026-05-18T10:01:59Z,5507,,212516,674608,640556
2026-05-18T10:03:01Z,5569,,217340,693440,620105
2026-05-18T10:04:02Z,5630,,210320,651846,646230
2026-05-18T10:05:03Z,5691,,233439,785863,647854
2026-05-18T10:06:04Z,5752,,236307,791093,648671
2026-05-18T10:07:06Z,5814,,238871,794677,649298
2026-05-18T10:08:07Z,5875,,234471,793218,649514
2026-05-18T10:09:08Z,5936,,213467,694761,650074
2026-05-18T10:10:10Z,5998,,216643,699717,650862
2026-05-18T10:11:11Z,6059,,218623,703537,651615
2026-05-18T10:12:12Z,6120,,214687,701645,652258
2026-05-18T10:13:13Z,6181,,220183,719443,631915
2026-05-18T10:14:14Z,6242,,219859,671962,658329
2026-05-18T10:15:16Z,6304,,243719,807533,660193
2026-05-18T10:16:17Z,6365,,240203,806460,661181
2026-05-18T10:17:18Z,6426,,241571,809176,661933
2026-05-18T10:18:20Z,6488,,221299,715305,630953
2026-05-18T10:19:21Z,6549,,246363,784820,632749
2026-05-18T10:20:22Z,6610,,242539,784751,632473
2026-05-18T10:21:24Z,6672,,221383,668076,633285
2026-05-18T10:22:25Z,6733,,245791,742964,634065
2026-05-18T10:23:26Z,6794,,230983,753246,628840
2026-05-18T10:24:27Z,6856,,229439,746620,639924
2026-05-18T10:25:29Z,6917,,246463,792272,641420
2026-05-18T10:26:30Z,6978,,248627,843088,641524
2026-05-18T10:27:31Z,7039,,240019,751642,569911
2026-05-18T10:28:33Z,7101,,257163,701128,570605
2026-05-18T10:29:34Z,7162,,268191,720013,575221
2026-05-18T10:30:35Z,7223,,277339,712437,574477
2026-05-18T10:31:36Z,7285,,286111,731816,593658
2026-05-18T10:32:38Z,7346,,286511,726708,591634
2026-05-18T10:33:39Z,7407,,286243,723396,590975
2026-05-18T10:34:40Z,7468,,286307,723255,591007
2026-05-18T10:35:42Z,7530,,286327,723279,590991
2026-05-18T10:36:43Z,7591,,286311,723251,590927
2026-05-18T10:37:44Z,7652,,286343,656388,559385
2026-05-18T10:38:46Z,7714,,285723,653713,559152
2026-05-18T10:39:47Z,7775,,285931,653772,559152
2026-05-18T10:40:48Z,7836,,285931,653772,559152
2026-05-18T10:41:50Z,7898,,285931,653772,559152
2026-05-18T10:42:51Z,7959,,286091,653940,559152
2026-05-18T10:43:53Z,8021,,285931,653772,559152
2026-05-18T10:44:54Z,8082,,285931,653773,559152
2026-05-18T10:45:55Z,8143,,285932,655579,559152
2026-05-18T10:46:57Z,8205,,285932,655579,559152
2026-05-18T10:47:58Z,8266,,286092,655743,559152
2026-05-18T10:49:00Z,8328,,285932,655571,559152
2026-05-18T10:50:01Z,8389,,285932,652686,559144
2026-05-18T10:51:02Z,8450,,285932,652597,559152
2026-05-18T10:52:04Z,8512,,285932,652598,559152
2026-05-18T10:53:05Z,8573,,286092,652837,559152
2026-05-18T10:54:07Z,8635,,285933,654665,559152
2026-05-18T10:55:08Z,8696,,278761,644562,559152
2026-05-18T10:56:09Z,8757,,278753,644710,559144
2026-05-18T10:57:10Z,8819,,278753,644795,559111
2026-05-18T10:58:12Z,8880,,278913,644820,559111
2026-05-18T10:59:13Z,8941,,278753,644660,559111
2026-05-18T11:00:14Z,9002,,278753,644665,559111
2026-05-18T11:01:16Z,9064,,278753,644672,559111
2026-05-18T11:02:17Z,9125,,278752,642936,559111
2026-05-18T11:03:19Z,9187,,278752,642928,559111
2026-05-18T11:04:20Z,9248,,278956,643080,559111
2026-05-18T11:05:21Z,9309,,278796,642919,559111
2026-05-18T11:06:23Z,9371,,278796,642758,559111
2026-05-18T11:07:24Z,9432,,278796,642738,559111
2026-05-18T11:08:25Z,9493,,278980,643044,559111
2026-05-18T11:09:26Z,9554,,278820,642887,559111
2026-05-18T11:10:28Z,9616,,278820,642891,559111
2026-05-18T11:11:29Z,9677,,278820,642895,559367
2026-05-18T11:12:30Z,9738,,278820,642877,559111
2026-05-18T11:13:32Z,9800,,255924,642266,559111
2026-05-18T11:14:33Z,9861,,255768,642128,559111
2026-05-18T11:15:35Z,9923,,255776,642106,559111
2026-05-18T11:16:36Z,9984,,255780,642106,559111
2026-05-18T11:17:37Z,10045,,255780,642110,559111
2026-05-18T11:18:39Z,10107,,255940,642275,559111
2026-05-18T11:19:40Z,10168,,255780,642118,559111
2026-05-18T11:20:41Z,10229,,255780,642034,559111
2026-05-18T11:21:43Z,10291,,153788,641978,559111
2026-05-18T11:22:44Z,10352,,153788,641982,559367
2026-05-18T11:23:45Z,10413,,154184,642209,559111
2026-05-18T11:24:47Z,10475,,140928,699408,591866
2026-05-18T11:25:48Z,10536,,141468,698241,591578
2026-05-18T11:26:49Z,10597,,141484,698209,591514
2026-05-18T11:27:50Z,10658,,141484,698185,591434
2026-05-18T11:28:52Z,10720,,141484,698086,591370
2026-05-18T11:29:53Z,10781,,141596,644796,559361
2026-05-18T11:30:54Z,10842,,141292,643688,559304
2026-05-18T11:31:55Z,10903,,141292,643647,559296
2026-05-18T11:32:57Z,10965,,141704,676928,591898
2026-05-18T11:33:58Z,11026,,141812,698209,591309
2026-05-18T11:34:59Z,11087,,164220,606122,501943
2026-05-18T11:36:01Z,11149,,165484,646028,535435
2026-05-18T11:37:02Z,11210,,165560,639460,534638
2026-05-18T11:38:03Z,11271,,159584,584889,502630
2026-05-18T11:39:04Z,11332,,281124,800273,679314
2026-05-18T11:40:06Z,11394,,283120,825036,701844
2026-05-18T11:41:07Z,11455,,283040,838670,626676
2026-05-18T11:42:08Z,11516,,265912,706254,602492
2026-05-18T11:43:09Z,11577,,203372,644810,549004
2026-05-18T11:44:11Z,11639,,202776,641294,543238
2026-05-18T11:45:12Z,11700,,200168,636582,542514
2026-05-18T11:46:13Z,11761,,174688,640659,543440
2026-05-18T11:47:15Z,11823,,178084,647277,548409
2026-05-18T11:48:16Z,11884,,177464,643974,547874
2026-05-18T11:49:17Z,11945,,177676,644062,548386
2026-05-18T11:50:18Z,12006,,177376,644036,548114
2026-05-18T11:51:19Z,12067,,176984,590375,515375
2026-05-18T11:52:21Z,12129,,177080,589727,515303
2026-05-18T11:53:22Z,12190,,177080,589682,515303
2026-05-18T12:08:22Z,13090,,,,
2026-05-18T13:38:02Z,18470,,,,
2026-05-18T15:19:47Z,24575,,,,
2026-05-18T16:40:18Z,29406,,,,
2026-05-18T17:57:18Z,34026,,,,
2026-05-18T20:07:02Z,41810,,,,
2026-05-18T22:16:34Z,49582,,,,
2026-05-19T00:51:28Z,58876,,,,
2026-05-19T02:30:29Z,64817,,,,
2026-05-19T03:54:00Z,69828,,,,
2026-05-19T03:55:00Z,69888,,,,
2026-05-19T03:56:00Z,69948,,,,
2026-05-19T03:57:00Z,70008,,,,
2026-05-19T03:58:00Z,70068,,,,
2026-05-19T03:59:00Z,70128,,,,
2026-05-19T04:00:00Z,70188,,,,
2026-05-19T04:01:00Z,70248,,,,
2026-05-19T04:02:00Z,70308,,,,
2026-05-19T04:03:00Z,70368,,,,
2026-05-19T04:04:00Z,70428,,,,
2026-05-19T04:05:00Z,70488,,,,
2026-05-19T04:06:00Z,70548,,,,
2026-05-19T04:07:01Z,70609,,,,
2026-05-19T04:08:01Z,70669,,,,
2026-05-19T04:09:01Z,70729,,,,
2026-05-19T04:10:01Z,70789,,,,
2026-05-19T04:11:01Z,70849,,,,
2026-05-19T04:12:01Z,70909,,,,
2026-05-19T04:13:01Z,70969,,,,
2026-05-19T04:14:01Z,71029,,,,
2026-05-19T04:15:01Z,71089,,,,
2026-05-19T04:16:01Z,71149,,,,
2026-05-19T04:17:01Z,71209,,,,
2026-05-19T04:18:01Z,71269,,,,
2026-05-19T04:19:01Z,71329,,,,
2026-05-19T04:20:02Z,71390,,,,
2026-05-19T04:21:02Z,71450,,,,
2026-05-19T04:22:02Z,71510,,,,
2026-05-19T04:23:02Z,71570,,,,
2026-05-19T04:24:02Z,71630,,,,
2026-05-19T04:25:02Z,71690,,,,
2026-05-19T04:26:02Z,71750,,,,
2026-05-19T04:27:02Z,71810,,,,
2026-05-19T04:28:02Z,71870,,,,
2026-05-19T04:29:02Z,71930,,,,
2026-05-19T04:30:02Z,71990,,,,
2026-05-19T04:31:02Z,72050,,,,
2026-05-19T04:32:02Z,72110,,,,
2026-05-19T04:33:02Z,72170,,,,
2026-05-19T04:34:03Z,72231,,,,
2026-05-19T04:35:03Z,72291,,,,
2026-05-19T04:36:03Z,72351,,,,
2026-05-19T04:37:03Z,72411,,,,
2026-05-19T04:38:03Z,72471,,,,
2026-05-19T04:39:03Z,72531,,,,
2026-05-19T04:40:03Z,72591,,,,
2026-05-19T04:41:03Z,72651,,,,
2026-05-19T04:42:03Z,72711,,,,
2026-05-19T04:43:03Z,72771,,,,
2026-05-19T04:44:03Z,72831,,,,
2026-05-19T04:45:03Z,72891,,,,
2026-05-19T04:46:03Z,72951,,,,
2026-05-19T04:47:04Z,73012,,,,
2026-05-19T04:48:04Z,73072,,,,
2026-05-19T04:49:04Z,73132,,,,
2026-05-19T04:50:04Z,73192,,,,
2026-05-19T04:51:04Z,73252,,,,
2026-05-19T04:52:04Z,73312,,,,
2026-05-19T04:53:04Z,73372,,,,
2026-05-19T04:54:04Z,73432,,,,
2026-05-19T04:55:04Z,73492,,,,
2026-05-19T04:56:04Z,73552,,,,
2026-05-19T04:57:04Z,73612,,,,
2026-05-19T04:58:04Z,73672,,,,
2026-05-19T04:59:04Z,73732,,,,
2026-05-19T05:00:05Z,73793,,,,
2026-05-19T05:01:05Z,73853,,,,
2026-05-19T05:02:05Z,73913,,,,
2026-05-19T05:03:05Z,73973,,,,
2026-05-19T05:04:05Z,74033,,,,
2026-05-19T05:05:05Z,74093,,,,
2026-05-19T05:13:58Z,74626,,,,
2026-05-19T05:56:59Z,77207,,,,
2026-05-19T05:57:59Z,77267,,,,
2026-05-19T05:58:59Z,77327,,,,
2026-05-19T06:00:00Z,77388,,,,
2026-05-19T06:01:00Z,77448,,,,
2026-05-19T06:02:00Z,77508,,,,
2026-05-19T06:03:00Z,77568,,,,
2026-05-19T06:04:00Z,77628,,,,
2026-05-19T06:05:00Z,77688,,,,
2026-05-19T06:06:00Z,77748,,,,
2026-05-19T06:07:00Z,77808,,,,
2026-05-19T06:08:00Z,77868,,,,
2026-05-19T06:09:00Z,77928,,,,
2026-05-19T06:10:00Z,77988,,,,
2026-05-19T06:11:00Z,78048,,,,
2026-05-19T06:12:00Z,78108,,,,
2026-05-19T06:13:01Z,78169,,,,
2026-05-19T06:14:01Z,78229,,,,
2026-05-19T06:15:01Z,78289,,,,
2026-05-19T06:16:01Z,78349,,,,
2026-05-19T06:17:01Z,78409,,,,
2026-05-19T06:18:01Z,78469,,,,
2026-05-19T06:19:01Z,78529,,,,
2026-05-19T06:20:01Z,78589,,,,
2026-05-19T06:21:01Z,78649,,,,
2026-05-19T06:22:01Z,78709,,,,
2026-05-19T06:23:01Z,78769,,,,
2026-05-19T06:24:01Z,78829,,,,
2026-05-19T06:25:01Z,78889,,,,
2026-05-19T06:26:02Z,78950,,,,
2026-05-19T06:27:02Z,79010,,,,
2026-05-19T06:28:02Z,79070,,,,
2026-05-19T06:29:02Z,79130,,,,
2026-05-19T06:30:02Z,79190,,,,
2026-05-19T06:31:02Z,79250,,,,
2026-05-19T06:32:02Z,79310,,,,
2026-05-19T06:33:02Z,79370,,,,
2026-05-19T06:34:02Z,79430,,,,
2026-05-19T06:35:02Z,79490,,,,
2026-05-19T06:36:02Z,79550,,,,
2026-05-19T06:37:02Z,79610,,,,
2026-05-19T06:38:03Z,79671,,,,
2026-05-19T06:39:03Z,79731,,,,
2026-05-19T06:40:03Z,79791,,,,
2026-05-19T06:41:03Z,79851,,,,
2026-05-19T06:42:03Z,79911,,,,
2026-05-19T06:43:03Z,79971,,,,
2026-05-19T06:44:03Z,80031,,,,
2026-05-19T06:45:03Z,80091,,,,
2026-05-19T06:46:03Z,80151,,,,
2026-05-19T06:47:03Z,80211,,,,
2026-05-19T06:48:03Z,80271,,,,
2026-05-19T06:49:04Z,80332,,,,
2026-05-19T06:50:04Z,80392,,,,
2026-05-19T06:51:04Z,80452,,,,
2026-05-19T06:52:04Z,80512,,,,
2026-05-19T06:53:04Z,80572,,,,
2026-05-19T06:54:04Z,80632,,,,
2026-05-19T06:55:04Z,80692,,,,
2026-05-19T06:56:04Z,80752,,,,
2026-05-19T06:57:04Z,80812,,,,
2026-05-19T06:58:04Z,80872,,,,
2026-05-19T06:59:04Z,80932,,,,
2026-05-19T07:00:04Z,80992,,,,
2026-05-19T07:01:05Z,81053,,,,
2026-05-19T07:02:05Z,81113,,,,
2026-05-19T07:03:05Z,81173,,,,
2026-05-19T07:04:05Z,81233,,,,
2026-05-19T07:05:05Z,81293,,,,
2026-05-19T07:06:05Z,81353,,,,
2026-05-19T07:07:05Z,81413,,,,
2026-05-19T07:08:05Z,81473,,,,
2026-05-19T07:09:05Z,81533,,,,
2026-05-19T07:10:05Z,81593,,,,
2026-05-19T07:11:05Z,81653,,,,
2026-05-19T07:12:05Z,81713,,,,
2026-05-19T07:13:05Z,81773,,,,
2026-05-19T07:16:07Z,81955,,,,
2026-05-19T07:19:57Z,82185,,,,
2026-05-19T07:20:57Z,82245,,,,
2026-05-19T07:21:57Z,82305,,,,
2026-05-19T07:22:57Z,82365,,,,
2026-05-19T07:23:57Z,82425,,,,
2026-05-19T07:24:57Z,82485,,,,
2026-05-19T07:25:57Z,82545,,,,
2026-05-19T07:26:57Z,82605,,,,
2026-05-19T07:27:57Z,82665,,,,
2026-05-19T07:28:57Z,82725,,,,
2026-05-19T07:29:57Z,82785,,,,
2026-05-19T07:30:57Z,82845,,,,
2026-05-19T07:31:58Z,82906,,,,
2026-05-19T07:32:58Z,82966,,,,
2026-05-19T07:33:58Z,83026,,,,
2026-05-19T07:34:58Z,83086,,,,
2026-05-19T07:35:58Z,83146,,,,
2026-05-19T07:36:58Z,83206,,,,
2026-05-19T07:37:58Z,83266,,,,
2026-05-19T07:38:58Z,83326,,,,
2026-05-19T07:39:58Z,83386,,,,
2026-05-19T07:40:58Z,83446,,,,
2026-05-19T07:41:58Z,83506,,,,
2026-05-19T07:42:58Z,83566,,,,
2026-05-19T07:43:58Z,83626,,,,
2026-05-19T07:44:58Z,83686,,,,
2026-05-19T07:45:59Z,83747,,,,
2026-05-19T07:46:59Z,83807,,,,
2026-05-19T07:47:59Z,83867,,,,
2026-05-19T07:48:59Z,83927,,,,
2026-05-19T07:49:59Z,83987,,,,
2026-05-19T07:50:59Z,84047,,,,
2026-05-19T07:51:59Z,84107,,,,
2026-05-19T07:52:59Z,84167,,,,
2026-05-19T07:53:59Z,84227,,,,
2026-05-19T07:54:59Z,84287,,,,
2026-05-19T07:55:59Z,84347,,,,
2026-05-19T07:57:00Z,84408,,,,
2026-05-19T07:58:00Z,84468,,,,
2026-05-19T07:59:00Z,84528,,,,
2026-05-19T08:00:00Z,84588,,,,
2026-05-19T08:01:00Z,84648,,,,
2026-05-19T08:02:00Z,84708,,,,
2026-05-19T08:03:00Z,84768,,,,
2026-05-19T08:04:00Z,84828,,,,
2026-05-19T08:05:00Z,84888,,,,
2026-05-19T08:06:00Z,84948,,,,
2026-05-19T08:07:00Z,85008,,,,
2026-05-19T08:10:07Z,85195,,,,
2026-05-19T08:17:37Z,85645,,,,
2026-05-19T08:18:37Z,85705,,,,
2026-05-19T08:19:37Z,85765,,,,
2026-05-19T08:20:37Z,85825,,,,
2026-05-19T08:21:37Z,85885,,,,
2026-05-19T08:22:37Z,85945,,,,
2026-05-19T08:23:37Z,86005,,,,
2026-05-19T08:24:38Z,86066,,,,
2026-05-19T08:25:38Z,86126,,,,
2026-05-19T08:26:38Z,86186,,,,
2026-05-19T08:27:38Z,86246,,,,
2026-05-19T08:28:38Z,86306,,,,
2026-05-19T08:29:38Z,86366,,,,
2026-05-19T08:30:38Z,86426,,,,
2026-05-19T08:31:38Z,86486,,,,
2026-05-19T08:32:38Z,86546,,,,
2026-05-19T08:33:38Z,86606,,,,
2026-05-19T08:34:38Z,86666,,,,
2026-05-19T08:35:38Z,86726,,,,
2026-05-19T08:36:38Z,86786,,,,
2026-05-19T08:37:38Z,86846,,,,
2026-05-19T08:38:39Z,86907,,,,
2026-05-19T08:39:39Z,86967,,,,
2026-05-19T08:40:39Z,87027,,,,
2026-05-19T08:41:39Z,87087,,,,
2026-05-19T08:42:39Z,87147,,,,
2026-05-19T08:43:39Z,87207,,,,
2026-05-19T08:44:39Z,87267,,,,
2026-05-19T08:45:39Z,87327,,,,
2026-05-19T08:46:39Z,87387,,,,
2026-05-19T08:47:39Z,87447,,,,
2026-05-19T08:48:39Z,87507,,,,
2026-05-19T08:49:39Z,87567,,,,
2026-05-19T08:50:39Z,87627,,,,
2026-05-19T08:51:40Z,87688,,,,
2026-05-19T08:52:40Z,87748,,,,
2026-05-19T08:53:40Z,87808,,,,
2026-05-19T08:54:40Z,87868,,,,
2026-05-19T08:55:40Z,87928,,,,
2026-05-19T08:56:40Z,87988,,,,
2026-05-19T08:57:40Z,88048,,,,
2026-05-19T08:58:40Z,88108,,,,
2026-05-19T08:59:40Z,88168,,,,
2026-05-19T09:00:40Z,88228,,,,
2026-05-19T09:01:40Z,88288,,,,
2026-05-19T09:02:40Z,88348,,,,
2026-05-19T09:03:40Z,88408,,,,
2026-05-19T09:04:40Z,88469,,,,
2026-05-19T09:05:41Z,88529,,,,
2026-05-19T09:06:41Z,88589,,,,
2026-05-19T09:07:41Z,88649,,,,
2026-05-19T09:08:41Z,88709,,,,
2026-05-19T09:09:41Z,88769,,,,
2026-05-19T09:10:41Z,88829,,,,
2026-05-19T09:11:41Z,88889,,,,
2026-05-19T09:12:41Z,88949,,,,
2026-05-19T09:13:41Z,89009,,,,
2026-05-19T09:14:41Z,89069,,,,
2026-05-19T09:15:41Z,89129,,,,
2026-05-19T09:16:41Z,89189,,,,
2026-05-19T09:17:41Z,89249,,,,
2026-05-19T09:18:42Z,89310,,,,
2026-05-19T09:19:42Z,89370,,,,
2026-05-19T09:20:42Z,89430,,,,
2026-05-19T09:21:42Z,89490,,,,
2026-05-19T09:22:42Z,89550,,,,
2026-05-19T09:23:42Z,89610,,,,
2026-05-19T09:24:42Z,89670,,,,
2026-05-19T09:25:42Z,89730,,,,
2026-05-19T09:26:42Z,89790,,,,
2026-05-19T09:27:42Z,89850,,,,
2026-05-19T09:28:42Z,89910,,,,
2026-05-19T09:29:42Z,89970,,,,
2026-05-19T09:30:42Z,90030,,,,
2026-05-19T09:31:42Z,90090,,,,
2026-05-19T09:32:43Z,90151,,,,
2026-05-19T09:33:43Z,90211,,,,
2026-05-19T09:34:43Z,90271,,,,
2026-05-19T09:35:43Z,90331,,,,
2026-05-19T09:36:43Z,90391,,,,
2026-05-19T09:37:43Z,90451,,,,
2026-05-19T09:38:43Z,90511,,,,
2026-05-19T09:39:43Z,90571,,,,
2026-05-19T09:40:43Z,90631,,,,
2026-05-19T09:41:43Z,90691,,,,
2026-05-19T09:42:43Z,90751,,,,
2026-05-19T09:43:43Z,90811,,,,
2026-05-19T09:44:44Z,90872,,,,
2026-05-19T09:45:44Z,90932,,,,
2026-05-19T09:46:44Z,90992,,,,
2026-05-19T09:47:44Z,91052,,,,
2026-05-19T09:48:44Z,91112,,,,
2026-05-19T09:49:44Z,91172,,,,
2026-05-19T09:50:44Z,91232,,,,
2026-05-19T09:51:44Z,91292,,,,
2026-05-19T09:52:44Z,91352,,,,
2026-05-19T09:53:44Z,91412,,,,
2026-05-19T09:54:44Z,91472,,,,
2026-05-19T09:55:44Z,91532,,,,
2026-05-19T10:04:56Z,92084,,,,
2026-05-19T10:05:57Z,92145,,,,
2026-05-19T10:57:37Z,95245,,,,
2026-05-19T11:19:39Z,96567,,,,
2026-05-19T11:20:39Z,96627,,,,
2026-05-19T11:21:39Z,96687,,,,
2026-05-19T11:22:39Z,96747,,,,
2026-05-19T11:23:39Z,96807,,,,
2026-05-19T11:24:39Z,96867,,,,
2026-05-19T11:25:39Z,96927,,,,
2026-05-19T11:26:39Z,96987,,,,
2026-05-19T11:27:40Z,97048,,,,
2026-05-19T11:28:40Z,97108,,,,
2026-05-19T11:29:40Z,97168,,,,
2026-05-19T11:30:40Z,97228,,,,
2026-05-19T11:31:40Z,97288,,,,
2026-05-19T11:32:40Z,97348,,,,
2026-05-19T11:33:40Z,97408,,,,
2026-05-19T11:34:40Z,97468,,,,
2026-05-19T11:35:40Z,97528,,,,
2026-05-19T11:36:40Z,97588,,,,
2026-05-19T11:39:52Z,97780,,,,
2026-05-19T11:40:52Z,97840,,,,
2026-05-19T11:41:52Z,97900,,,,
2026-05-19T11:42:52Z,97960,,,,
2026-05-19T11:43:53Z,98021,,,,
2026-05-19T11:44:53Z,98081,,,,
2026-05-19T11:45:53Z,98141,,,,
2026-05-19T11:46:53Z,98201,,,,
2026-05-19T11:47:53Z,98261,,,,
2026-05-19T11:48:53Z,98321,,,,
2026-05-19T11:49:53Z,98381,,,,
2026-05-19T11:50:53Z,98441,,,,
2026-05-19T11:51:53Z,98501,,,,
2026-05-19T11:52:53Z,98561,,,,
2026-05-19T11:53:53Z,98621,,,,
2026-05-19T11:54:53Z,98681,,,,
2026-05-19T11:55:54Z,98742,,,,
2026-05-19T11:56:54Z,98802,,,,
2026-05-19T11:57:54Z,98862,,,,
2026-05-19T12:00:20Z,99008,,,,
2026-05-19T12:01:20Z,99068,,,,
2026-05-19T12:02:20Z,99128,,,,
2026-05-19T12:03:20Z,99188,,,,
2026-05-19T12:04:20Z,99248,,,,
2026-05-19T12:05:20Z,99308,,,,
2026-05-19T12:06:20Z,99368,,,,
2026-05-19T12:07:20Z,99428,,,,
2026-05-19T12:08:20Z,99488,,,,
2026-05-19T12:09:20Z,99548,,,,
